,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
34,26.68376068376068,6.384615384615385,0.6581196581196581,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,1,0,0
35,4.835470085470085,4.39102564102564,0.2872054747054747,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
36,3.88034188034188,2.8162393162393156,0.18803418803418806,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,0,0,1
37,7.809829059829058,3.091880341880342,0.28205128205128205,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
38,8.876068376068375,15.38034188034188,0.3675213675213675,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
39,7.982905982905982,3.5384615384615374,0.2094017094017094,0.7435897435897434,1.0,1,0,1,1,0,0,1,1,0,0,1,0
40,7.666666666666666,-0.025641025641025623,0.1452991452991453,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,0,1
41,3.8205128205128203,2.566239316239316,0.07478632478632478,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
42,5.102564102564102,-0.025641025641025623,0.1346153846153846,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
43,8.395299145299145,4.965811965811965,0.2606837606837607,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
44,10.006410256410255,-0.025641025641025623,0.17948717948717952,0.7435897435897434,1.0,1,0,1,0,1,0,1,0,1,0,0,1
45,7.260683760683761,-0.025641025641025623,0.16239316239316245,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,0,1
46,12.044871794871796,-0.025641025641025623,0.06837606837606842,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
47,12.412393162393164,-0.025641025641025623,0.28205128205128205,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
48,5.626068376068375,7.324786324786323,0.23076923076923078,0.7435897435897434,0.0,0,1,0,0,1,1,0,1,0,0,0,1
49,8.521367521367518,4.835470085470085,0.28205128205128205,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,1,0
50,4.094017094017094,3.4871794871794877,0.18803418803418806,0.7435897435897434,1.0,1,1,0,0,1,0,1,1,0,0,1,0
51,6.568376068376068,-0.025641025641025623,0.23076923076923078,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,1,0
52,9.012820512820513,-0.025641025641025623,0.2136752136752137,0.7435897435897434,1.0,0,1,0,1,0,1,0,1,0,0,1,0
53,9.837606837606836,-0.025641025641025623,0.2606837606837607,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,0,1
54,24.54700854700854,-0.025641025641025623,0.5854700854700855,0.7435897435897434,0.0,0,1,0,0,1,1,0,0,1,0,0,1
55,5.760683760683759,2.4679487179487176,0.1816239316239316,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
56,4.52991452991453,3.3739316239316235,0.17948717948717952,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
57,7.166666666666665,4.675213675213675,0.26282051282051283,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,1,0,0
58,17.23931623931624,4.782051282051281,0.358974358974359,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
59,7.147435897435898,6.083333333333332,0.28205128205128205,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,0,1
60,5.316239316239315,8.085470085470083,0.23076923076923078,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
61,6.446581196581196,-0.025641025641025623,0.18589743589743588,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
62,5.549145299145298,7.344017094017092,0.326923076923077,0.358974358974359,0.0,0,0,1,0,1,0,1,0,1,1,0,0
63,10.540598290598291,-0.025641025641025623,0.2872054747054747,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,1,0,0
64,8.876068376068375,-0.025641025641025623,0.2222222222222222,0.7435897435897434,0.0,0,1,0,1,0,1,0,1,0,0,1,0
65,12.209401709401709,9.792735042735043,0.5256410256410255,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,1,0
66,6.811965811965811,4.79059829059829,0.24358974358974358,0.358974358974359,0.0,0,0,1,1,0,0,1,1,0,0,0,1
67,22.944444444444443,-0.025641025641025623,0.641025641025641,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
68,15.145299145299145,-0.025641025641025623,0.24145299145299143,0.1025641025641026,1.0,1,0,1,0,1,0,1,0,1,0,0,1
69,9.16239316239316,-0.025641025641025623,0.26495726495726496,0.7435897435897434,0.0,0,1,0,1,0,1,0,1,0,0,1,0
70,6.82905982905983,6.525641025641025,0.3418803418803419,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
71,3.980769230769231,3.980769230769231,0.1816239316239316,0.7435897435897434,1.0,1,0,1,0,1,0,1,0,1,0,1,0
72,7.452991452991453,-0.025641025641025623,0.1474358974358974,0.6153846153846153,1.0,1,0,1,1,0,1,0,1,0,0,1,0
73,10.134615384615383,-0.025641025641025623,0.17735042735042733,0.7435897435897434,0.0,0,0,1,0,1,0,1,1,0,0,1,0
74,11.226495726495726,3.7649572649572645,0.3739316239316239,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,0,1,0
75,7.987179487179487,-0.025641025641025623,0.2158119658119658,1.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
76,7.987179487179487,10.123931623931623,0.35042735042735046,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,0,1
77,2.1111111111111107,6.431623931623931,0.2094017094017094,0.7435897435897434,1.0,0,0,1,0,1,1,0,0,1,0,0,1
78,6.741452991452991,8.521367521367518,0.358974358974359,0.6153846153846153,0.0,0,0,1,0,1,1,0,1,0,0,1,0
79,7.096153846153846,4.602564102564103,0.2521367521367522,0.7435897435897434,1.0,1,0,1,0,1,0,1,0,1,0,1,0
80,8.19230769230769,-0.025641025641025623,0.21153846153846156,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,1,0
81,5.0918803418803416,-0.025641025641025623,0.2872054747054747,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,0,1,0
82,2.918803418803419,3.9935897435897427,0.3311965811965812,0.7435897435897434,1.0,0,1,0,0,1,1,0,1,0,0,0,1
83,12.794871794871796,4.782051282051281,0.5405982905982905,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,1,0
84,8.495726495726496,-0.025641025641025623,0.08119658119658124,0.48717948717948717,1.0,1,0,1,0,1,1,0,1,0,0,0,1
85,5.02991452991453,5.382478632478631,0.26495726495726496,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
86,7.096153846153846,4.247863247863246,0.18589743589743588,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,1,0
87,5.316239316239315,4.5,0.19658119658119658,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
88,18.277777777777775,-0.025641025641025623,0.423076923076923,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
89,12.143162393162395,8.878205128205126,0.3482905982905983,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
90,6.294871794871793,6.170940170940169,0.2542735042735043,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
91,13.329059829059828,12.055555555555555,0.3760683760683761,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,0,1,0
92,6.967948717948717,3.863247863247863,0.1474358974358974,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,0,1
93,8.805555555555554,-0.025641025641025623,0.23504273504273498,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
94,7.709401709401708,-0.025641025641025623,0.027777777777777787,0.23076923076923078,1.0,1,0,1,1,0,0,1,1,0,0,1,0
95,14.465811965811966,-0.025641025641025623,0.2872054747054747,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,0,1
96,5.282051282051281,4.893162393162392,0.26709401709401703,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
97,4.198717948717949,2.1047008547008543,0.08119658119658124,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
98,8.923076923076922,-0.025641025641025623,0.22008547008547008,0.358974358974359,1.0,1,0,1,0,1,0,1,1,0,0,1,0
99,3.732905982905982,7.5405982905982905,0.2542735042735043,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
100,9.136752136752136,6.946581196581198,0.2585470085470085,0.358974358974359,1.0,1,0,1,0,1,0,1,1,0,0,0,1
101,10.32264957264957,8.106837606837606,0.29700854700854695,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
102,29.141025641025635,-0.025641025641025623,0.2872054747054747,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
103,9.914529914529915,7.630341880341879,0.2872054747054747,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
104,8.128205128205126,1.5854700854700852,0.3162393162393162,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
105,6.495726495726497,2.175213675213675,0.18803418803418806,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
106,24.369658119658116,2.3803418803418803,0.4551282051282051,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
107,15.643162393162388,-0.025641025641025623,0.23076923076923078,0.7435897435897434,1.0,0,0,1,1,0,0,1,1,0,1,0,0
108,8.094017094017094,7.666666666666666,0.43589743589743596,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,0,0,1
109,4.399572649572649,1.5854700854700852,0.1752136752136752,1.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
110,11.333333333333334,-0.025641025641025623,0.26495726495726496,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
111,6.232905982905982,4.959401709401709,0.27136752136752135,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
112,7.6068376068376065,8.764957264957264,0.2991452991452992,0.7435897435897434,0.0,0,0,1,0,1,0,1,1,0,1,0,0
113,15.895299145299147,-0.025641025641025623,0.2872054747054747,0.7435897435897434,1.0,1,1,0,1,0,1,0,0,1,0,1,0
114,10.764957264957266,-0.025641025641025623,0.2264957264957265,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
115,31.13461538461538,-0.025641025641025623,0.3696581196581196,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,1,0,0
116,6.741452991452991,4.852564102564102,0.3034188034188034,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
117,4.705128205128205,2.961538461538461,0.15598290598290598,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
118,11.87179487179487,4.55128205128205,0.3482905982905983,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,1,0,0
119,22.213675213675213,-0.025641025641025623,0.5277777777777777,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,0,1
120,12.083333333333334,5.673076923076923,0.358974358974359,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
121,8.876068376068375,-0.025641025641025623,0.06837606837606842,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,1,0
122,4.5405982905982905,19.162393162393162,0.26709401709401703,0.7435897435897434,0.0,1,1,0,1,0,1,0,1,0,0,1,0
123,6.292735042735043,-0.025641025641025623,0.1474358974358974,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
124,9.16239316239316,4.277777777777777,0.38888888888888884,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,1,0,0
125,7.863247863247863,-0.025641025641025623,0.17307692307692307,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,1,0,0
126,50.83547008547007,-0.025641025641025623,0.7649572649572648,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
127,8.232905982905981,3.4786324786324787,0.2872054747054747,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,1,0,0
128,22.438034188034184,8.200854700854702,0.3162393162393162,0.358974358974359,0.0,0,0,1,0,1,1,0,0,1,0,0,1
129,12.965811965811966,5.463675213675213,0.36324786324786323,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,1,0,0
130,43.06410256410256,-0.025641025641025623,1.363247863247863,1.0,1.0,1,0,1,1,0,1,0,0,1,0,0,1
131,4.277777777777777,4.096153846153845,0.13247863247863248,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
132,5.78205128205128,-0.025641025641025623,0.12393162393162394,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
133,7.365384615384614,-0.025641025641025623,0.027777777777777787,0.23076923076923078,1.0,1,0,1,0,1,1,0,0,1,0,1,0
134,10.433760683760681,-0.025641025641025623,0.19230769230769224,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
135,8.521367521367518,16.534188034188034,0.594017094017094,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,1,0
136,9.767094017094015,-0.025641025641025623,0.15384615384615383,0.7435897435897434,1.0,0,1,0,0,1,1,0,1,0,1,0,0
137,7.059829059829059,7.452991452991453,0.16239316239316245,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,0,0,1
138,32.02350427350427,-0.025641025641025623,0.49145299145299143,0.7435897435897434,0.0,0,0,1,1,0,1,0,1,0,0,1,0
139,8.948717948717947,3.02991452991453,0.24999999999999994,0.7435897435897434,1.0,0,0,1,0,1,0,1,1,0,1,0,0
140,10.747863247863245,4.425213675213675,0.3696581196581196,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,1,0,0
141,11.5491452991453,-0.025641025641025623,0.3333333333333333,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
142,14.824786324786322,-0.025641025641025623,0.3482905982905983,0.358974358974359,1.0,1,0,1,1,0,1,0,0,1,0,1,0
143,5.739316239316237,4.320512820512819,0.23504273504273498,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
144,25.096153846153847,-0.025641025641025623,0.3739316239316239,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,0,0,1
145,4.952991452991451,9.55982905982906,0.18803418803418806,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
146,31.739316239316235,-0.025641025641025623,0.12393162393162394,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,0,1
147,3.26068376068376,3.0192307692307696,0.03846153846153849,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
148,21.34188034188034,3.5341880341880345,0.4551282051282051,0.7435897435897434,1.0,0,1,0,1,0,1,0,1,0,1,0,0
149,10.358974358974358,1.7478632478632479,0.24145299145299143,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
150,13.386752136752138,-0.025641025641025623,0.2264957264957265,0.7435897435897434,0.0,0,0,1,1,0,1,0,1,0,1,0,0
151,5.48076923076923,7.987179487179487,0.2991452991452992,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,1,0,0
152,19.55982905982906,-0.025641025641025623,0.4957264957264956,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,0,1
153,4.848290598290598,-0.025641025641025623,0.2158119658119658,0.7435897435897434,1.0,0,0,1,0,1,0,1,1,0,1,0,0
154,6.927350427350427,-0.025641025641025623,0.08119658119658124,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
155,85.44230769230768,-0.025641025641025623,1.2564102564102562,0.358974358974359,0.0,1,0,1,0,1,1,0,1,0,0,1,0
156,12.794871794871796,-0.025641025641025623,0.3162393162393162,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
157,20.354700854700855,-0.025641025641025623,0.3739316239316239,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,0,1
158,6.341880341880341,4.425213675213675,0.23076923076923078,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,1,0,0
159,9.767094017094015,11.993589743589743,0.5192307692307692,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
160,3.955128205128205,2.1987179487179485,0.18376068376068377,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,1,0
161,16.925213675213673,-0.025641025641025623,0.5619658119658121,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,0,1
162,6.574786324786324,2.7094017094017095,0.2329059829059829,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,0,1,0
163,8.878205128205126,3.066239316239316,0.3119658119658119,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
164,19.895299145299145,-0.025641025641025623,0.1346153846153846,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,0,0,1
165,7.895299145299145,6.739316239316239,0.36324786324786323,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
166,9.767094017094015,-0.025641025641025623,0.2136752136752137,0.7435897435897434,1.0,0,1,0,0,1,1,0,1,0,1,0,0
167,5.185897435897435,7.096153846153846,0.24999999999999994,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
168,4.754273504273504,-0.025641025641025623,0.10897435897435893,1.0,0.0,0,0,1,1,0,1,0,1,0,0,1,0
169,17.068376068376065,-0.025641025641025623,0.4017094017094016,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
170,3.863247863247863,3.754273504273503,0.17735042735042733,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,1,0,0
171,110.57905982905984,-0.025641025641025623,1.47008547008547,0.6153846153846153,1.0,1,0,1,0,1,1,0,1,0,0,0,1
172,7.499999999999998,-0.025641025641025623,0.1474358974358974,0.358974358974359,1.0,0,0,1,0,1,0,1,1,0,1,0,0
173,12.17094017094017,11.993589743589743,0.3739316239316239,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
174,9.256410256410255,1.5470085470085468,0.16025641025641027,0.7435897435897434,1.0,0,0,1,0,1,0,1,0,1,0,1,0
175,7.446581196581197,4.17094017094017,0.2222222222222222,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
176,4.344017094017094,3.4337606837606836,0.19017094017094016,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
177,11.76068376068376,24.11965811965812,1.032051282051282,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,0,1,0
178,7.987179487179487,-0.025641025641025623,0.2222222222222222,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,0,1,0
179,4.959401709401709,3.074786324786325,0.19230769230769224,1.0,0.0,0,0,1,1,0,0,1,1,0,0,0,1
180,13.649572649572649,15.465811965811964,0.358974358974359,0.7435897435897434,0.0,0,0,1,0,1,1,0,1,0,0,0,1
181,4.068376068376069,10.79273504273504,0.11752136752136753,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,1,0,0
182,9.803418803418802,-0.025641025641025623,0.13034188034188035,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,0,1,0
183,72.2948717948718,-0.025641025641025623,0.5299145299145298,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,1,0
184,7.720085470085469,-0.025641025641025623,0.20512820512820515,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
185,83.62179487179486,10.123931623931623,0.23076923076923078,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,0,1,0
186,4.628205128205127,-0.025641025641025623,0.11538461538461539,0.6153846153846153,0.0,0,0,1,0,1,1,0,0,1,1,0,0
187,5.066239316239316,4.542735042735043,0.09829059829059826,0.7435897435897434,1.0,1,0,1,0,1,1,0,1,0,1,0,0
188,1.4145299145299142,11.290598290598291,0.3333333333333333,0.7435897435897434,1.0,1,0,1,0,1,1,0,0,1,1,0,0
189,19.905982905982906,-0.025641025641025623,0.3760683760683761,0.358974358974359,1.0,1,0,1,0,1,1,0,1,0,1,0,0
190,10.412393162393162,-0.025641025641025623,0.07692307692307696,0.7435897435897434,1.0,1,0,1,1,0,0,1,1,0,1,0,0
191,25.61538461538461,-0.025641025641025623,0.32478632478632474,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,1,0
192,12.865384615384617,-0.025641025641025623,0.3162393162393162,0.7435897435897434,1.0,0,0,1,0,1,0,1,1,0,0,0,1
193,8.217948717948717,-0.025641025641025623,0.13675213675213677,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,1,0
194,8.929487179487179,-0.025641025641025623,0.23076923076923078,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,1,0,0
195,6.651709401709399,5.493589743589743,0.33760683760683763,0.7435897435897434,1.0,0,0,1,0,1,1,0,1,0,0,1,0
196,17.779914529914528,7.987179487179487,0.3739316239316239,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,1,0,0
197,4.049145299145299,5.027777777777777,0.23076923076923078,0.7435897435897434,1.0,1,1,0,1,0,0,1,1,0,0,0,1
198,7.2735042735042725,5.99145299145299,0.2158119658119658,0.7435897435897434,1.0,1,1,0,0,1,1,0,1,0,0,1,0
199,23.478632478632477,-0.025641025641025623,0.15170940170940173,0.7435897435897434,1.0,0,0,1,1,0,1,0,0,1,0,0,1
200,5.529914529914529,5.316239316239315,0.16666666666666666,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,1,0
201,10.493589743589743,-0.025641025641025623,0.3290598290598291,0.7435897435897434,0.0,1,0,1,1,0,1,0,1,0,0,1,0
202,8.504273504273504,-0.025641025641025623,0.2872054747054747,0.358974358974359,1.0,0,0,1,0,1,0,1,1,0,0,0,1
203,7.452991452991453,2.2884615384615383,0.26282051282051283,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,0,1
204,8.344017094017094,-0.025641025641025623,0.2393162393162393,0.7435897435897434,1.0,1,0,1,0,1,0,1,1,0,0,1,0
205,9.393162393162392,-0.025641025641025623,0.23076923076923078,0.7435897435897434,1.0,1,1,0,1,0,0,1,1,0,0,1,0
206,6.905982905982905,-0.025641025641025623,0.1452991452991453,0.7435897435897434,1.0,1,1,0,1,0,1,0,1,0,0,0,1
207,8.467948717948717,5.382478632478631,0.09188034188034189,0.7435897435897434,1.0,1,0,1,1,0,0,1,1,0,1,0,0
208,5.27136752136752,-0.025641025641025623,0.10042735042735043,0.7435897435897434,1.0,1,0,1,1,0,1,0,1,0,0,0,1
209,7.277777777777777,-0.025641025641025623,0.24572649572649571,0.7435897435897434,1.0,0,0,1,1,0,1,0,1,0,0,1,0
210,21.34188034188034,-0.025641025641025623,0.43162393162393153,0.7435897435897434,1.0,0,1,0,1,0,1,0,1,0,0,1,0
