,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
43,0,3941,2336.0,134.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
44,0,4695,0.0,96.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,0,1
45,0,3410,0.0,88.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
46,1,5649,0.0,44.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
47,0,5821,0.0,144.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
48,0,2645,3440.0,120.0,360.0,0.0,0,1,0,0,1,1,0,1,0,0,0,1
49,0,4000,2275.0,144.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
50,0,1928,1644.0,100.0,360.0,1.0,1,1,0,0,1,0,1,1,0,0,1,0
51,0,3086,0.0,120.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
52,0,4230,0.0,112.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,1,0
53,2,4616,0.0,134.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
54,1,11500,0.0,286.0,360.0,0.0,0,1,0,0,1,1,0,0,1,0,0,1
55,2,2708,1167.0,97.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
56,0,2132,1591.0,96.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
57,0,3366,2200.0,135.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
58,1,8080,2250.0,180.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
59,2,3357,2859.0,144.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
60,0,2500,3796.0,120.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
61,3,3029,0.0,99.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
62,0,2609,3449.0,165.0,180.0,0.0,0,0,1,0,1,0,1,0,1,1,0,0
63,1,4945,0.0,146.41216216216216,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
64,0,4166,0.0,116.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,1,0
65,0,5726,4595.0,258.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
66,0,3200,2254.0,126.0,180.0,0.0,0,0,1,1,0,0,1,1,0,0,0,1
67,1,10750,0.0,312.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
68,3,7100,0.0,125.0,60.0,1.0,1,0,1,0,1,0,1,0,1,0,0,1
69,0,4300,0.0,136.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,1,0
70,0,3208,3066.0,172.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
71,2,1875,1875.0,97.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,1,0
72,0,3500,0.0,81.0,300.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
73,3,4755,0.0,95.0,360.0,0.0,0,0,1,0,1,0,1,1,0,0,1,0
74,3,5266,1774.0,187.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
75,0,3750,0.0,113.0,480.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
76,0,3750,4750.0,176.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
77,1,1000,3022.0,110.0,360.0,1.0,0,0,1,0,1,1,0,0,1,0,0,1
78,3,3167,4000.0,180.0,300.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
79,3,3333,2166.0,130.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,1,0
80,0,3846,0.0,111.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
81,1,2395,0.0,146.41216216216216,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
82,2,1378,1881.0,167.0,360.0,1.0,0,1,0,0,1,1,0,1,0,0,0,1
83,0,6000,2250.0,265.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
84,1,3988,0.0,50.0,240.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
85,0,2366,2531.0,136.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
86,2,3333,2000.0,99.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
87,0,2500,2118.0,104.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
88,0,8566,0.0,210.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
89,0,5695,4167.0,175.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
90,0,2958,2900.0,131.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
91,2,6250,5654.0,188.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
92,2,3273,1820.0,81.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
93,0,4133,0.0,122.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
94,0,3620,0.0,25.0,120.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
95,0,6782,0.0,146.41216216216216,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
96,0,2484,2302.0,137.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
97,0,1977,997.0,50.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
98,0,4188,0.0,115.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
99,0,1759,3541.0,131.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
100,2,4288,3263.0,133.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
101,0,4843,3806.0,151.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
102,0,13650,0.0,146.41216216216216,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
103,0,4652,3583.0,146.41216216216216,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
104,0,3816,754.0,160.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
105,1,3052,1030.0,100.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
106,2,11417,1126.0,225.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
107,0,7333,0.0,120.0,360.0,1.0,0,0,1,1,0,0,1,1,0,1,0,0
108,2,3800,3600.0,216.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
109,3,2071,754.0,94.0,480.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
110,0,5316,0.0,136.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
111,0,2929,2333.0,139.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
112,0,3572,4114.0,152.0,360.0,0.0,0,0,1,0,1,0,1,1,0,1,0,0
113,1,7451,0.0,146.41216216216216,360.0,1.0,1,1,0,1,0,1,0,0,1,0,1,0
114,0,5050,0.0,118.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
115,1,14583,0.0,185.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
116,0,3167,2283.0,154.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
117,1,2214,1398.0,85.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
118,0,5568,2142.0,175.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
119,0,10408,0.0,259.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
120,0,5667,2667.0,180.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
121,0,4166,0.0,44.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
122,0,2137,8980.0,137.0,360.0,0.0,1,1,0,1,0,1,0,1,0,0,1,0
123,2,2957,0.0,81.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
124,0,4300,2014.0,194.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
125,0,3692,0.0,93.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
126,3,23803,0.0,370.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
127,0,3865,1640.0,146.41216216216216,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
128,1,10513,3850.0,160.0,180.0,0.0,0,0,1,0,1,1,0,0,1,0,0,1
129,0,6080,2569.0,182.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
130,0,20166,0.0,650.0,480.0,1.0,1,0,1,1,0,1,0,0,1,0,0,1
131,0,2014,1929.0,74.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
132,0,2718,0.0,70.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
133,0,3459,0.0,25.0,120.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
134,0,4895,0.0,102.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
135,3,4000,7750.0,290.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
136,0,4583,0.0,84.0,360.0,1.0,0,1,0,0,1,1,0,1,0,1,0,0
137,2,3316,3500.0,88.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,0,1
138,0,14999,0.0,242.0,360.0,0.0,0,0,1,1,0,1,0,1,0,0,1,0
139,2,4200,1430.0,129.0,360.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
140,2,5042,2083.0,185.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
141,0,5417,0.0,168.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
142,0,6950,0.0,175.0,180.0,1.0,1,0,1,1,0,1,0,0,1,0,1,0
143,0,2698,2034.0,122.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
144,2,11757,0.0,187.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
145,0,2330,4486.0,100.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
146,2,14866,0.0,70.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,0,1
147,1,1538,1425.0,30.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
148,0,10000,1666.0,225.0,360.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0
149,0,4860,830.0,125.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
150,0,6277,0.0,118.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
151,0,2577,3750.0,152.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
152,0,9166,0.0,244.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
153,2,2281,0.0,113.0,360.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
154,0,3254,0.0,50.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
155,3,39999,0.0,600.0,180.0,0.0,1,0,1,0,1,1,0,1,0,0,1,0
156,1,6000,0.0,160.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
157,1,9538,0.0,187.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
158,0,2980,2083.0,120.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
159,0,4583,5625.0,255.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
160,0,1863,1041.0,98.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
161,0,7933,0.0,275.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
162,1,3089,1280.0,121.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
163,2,4167,1447.0,158.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
164,0,9323,0.0,75.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
165,0,3707,3166.0,182.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
166,0,4583,0.0,112.0,360.0,1.0,0,1,0,0,1,1,0,1,0,1,0,0
167,0,2439,3333.0,129.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
168,0,2237,0.0,63.0,480.0,0.0,0,0,1,1,0,1,0,1,0,0,1,0
169,2,8000,0.0,200.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
170,0,1820,1769.0,95.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
171,3,51763,0.0,700.0,300.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
172,3,3522,0.0,81.0,180.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
173,0,5708,5625.0,187.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
174,0,4344,736.0,87.0,360.0,1.0,0,0,1,0,1,0,1,0,1,0,1,0
175,0,3497,1964.0,116.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
176,2,2045,1619.0,101.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
177,3,5516,11300.0,495.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
178,1,3750,0.0,116.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
179,0,2333,1451.0,102.0,480.0,0.0,0,0,1,1,0,0,1,1,0,0,0,1
180,1,6400,7250.0,180.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
181,0,1916,5063.0,67.0,360.0,1.0,0,0,1,1,0,1,0,1,0,1,0,0
182,0,4600,0.0,73.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
183,1,33846,0.0,260.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
184,0,3625,0.0,108.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
185,0,39147,4750.0,120.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
186,1,2178,0.0,66.0,300.0,0.0,0,0,1,0,1,1,0,0,1,1,0,0
187,0,2383,2138.0,58.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
188,0,674,5296.0,168.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
189,0,9328,0.0,188.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
190,0,4885,0.0,48.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
191,0,12000,0.0,164.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
192,0,6033,0.0,160.0,360.0,1.0,0,0,1,0,1,0,1,1,0,0,0,1
193,0,3858,0.0,76.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
194,0,4191,0.0,120.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
195,1,3125,2583.0,170.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
196,0,8333,3750.0,187.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
197,0,1907,2365.0,120.0,360.0,1.0,1,1,0,1,0,0,1,1,0,0,0,1
198,0,3416,2816.0,113.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
199,0,11000,0.0,83.0,360.0,1.0,0,0,1,1,0,1,0,0,1,0,0,1
200,1,2600,2500.0,90.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
201,2,4923,0.0,166.0,360.0,0.0,1,0,1,1,0,1,0,1,0,0,1,0
202,3,3992,0.0,146.41216216216216,180.0,1.0,0,0,1,0,1,0,1,1,0,0,0,1
203,1,3500,1083.0,135.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
204,2,3917,0.0,124.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
205,0,4408,0.0,120.0,360.0,1.0,1,1,0,1,0,0,1,1,0,0,1,0
206,0,3244,0.0,80.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
207,0,3975,2531.0,55.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
208,0,2479,0.0,59.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
209,0,3418,0.0,127.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
210,0,10000,0.0,214.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,1,0
211,3,3430,1250.0,128.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
212,1,7787,0.0,240.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,0,1
213,3,5703,0.0,130.0,360.0,1.0,1,0,1,0,1,0,1,0,1,1,0,0
214,0,3173,3021.0,137.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
215,3,3850,983.0,100.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
216,0,150,1800.0,135.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
217,0,3727,1775.0,131.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
218,2,5000,0.0,72.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
219,2,4283,2383.0,127.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
220,0,2221,0.0,60.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
221,2,4009,1717.0,116.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
222,0,2971,2791.0,144.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
223,0,7578,1010.0,175.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
224,0,6250,0.0,128.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
225,0,3250,0.0,170.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
226,0,4735,0.0,138.0,360.0,1.0,0,0,1,0,1,0,1,0,1,0,0,1
227,2,6250,1695.0,210.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
228,0,4758,0.0,158.0,480.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
229,0,6400,0.0,200.0,360.0,1.0,1,0,1,1,0,1,0,0,1,1,0,0
230,1,2491,2054.0,104.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
231,0,3716,0.0,42.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
232,0,3189,2598.0,120.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
233,0,8333,0.0,280.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
234,1,3155,1779.0,140.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
235,1,5500,1260.0,170.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
236,0,5746,0.0,255.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
237,0,3463,0.0,122.0,360.0,1.0,1,1,0,1,0,1,0,0,1,0,0,1
238,1,3812,0.0,112.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
239,1,3315,0.0,96.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
240,2,5819,5000.0,120.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
241,1,2510,1983.0,140.0,180.0,1.0,0,0,1,0,1,0,1,1,0,0,0,1
242,0,2965,5701.0,155.0,60.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
243,2,6250,1300.0,108.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
244,0,3406,4417.0,123.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
245,0,6050,4333.0,120.0,180.0,1.0,0,0,1,1,0,1,0,0,1,0,0,1
246,2,9703,0.0,112.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
247,1,6608,0.0,137.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
248,1,2882,1843.0,123.0,480.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
249,0,1809,1868.0,90.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
250,0,1668,3890.0,201.0,360.0,0.0,0,0,1,0,1,0,1,1,0,0,1,0
251,2,3427,0.0,138.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,0,1
252,0,2583,2167.0,104.0,360.0,1.0,1,0,1,1,0,0,1,0,1,1,0,0
253,1,2661,7101.0,279.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
254,0,16250,0.0,192.0,360.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1
255,3,3083,0.0,255.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
256,0,6045,0.0,115.0,360.0,0.0,0,0,1,1,0,0,1,1,0,1,0,0
257,3,5250,0.0,94.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
258,0,14683,2100.0,304.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
259,3,4931,0.0,128.0,360.0,1.0,0,0,1,0,1,0,1,1,0,0,1,0
260,1,6083,4250.0,330.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
261,0,2060,2209.0,134.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
262,1,3481,0.0,155.0,36.0,1.0,0,1,0,1,0,1,0,1,0,0,1,0
263,0,7200,0.0,120.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
264,0,5166,0.0,128.0,360.0,1.0,1,0,1,1,0,1,0,0,1,0,1,0
265,0,4095,3447.0,151.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
266,2,4708,1387.0,150.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
267,3,4333,1811.0,160.0,360.0,0.0,1,0,1,0,1,1,0,1,0,0,0,1
268,0,3418,0.0,135.0,360.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0
269,1,2876,1560.0,90.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
270,0,3237,0.0,30.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
271,0,11146,0.0,136.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
272,0,2833,1857.0,126.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
273,0,2620,2223.0,150.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
274,2,3900,0.0,90.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
275,1,2750,1842.0,115.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
276,0,3993,3274.0,207.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
277,0,3103,1300.0,80.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
278,0,14583,0.0,436.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
279,0,4100,0.0,124.0,360.0,1.0,1,1,0,0,1,0,1,1,0,1,0,0
280,1,4053,2426.0,158.0,360.0,0.0,0,0,1,1,0,0,1,0,1,0,0,1
281,0,3927,800.0,112.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
282,2,2301,985.7999878,78.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
283,0,1811,1666.0,54.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
284,0,20667,0.0,146.41216216216216,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
285,0,3158,3053.0,89.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
286,0,2600,1717.0,99.0,300.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0
